cmc,power,toughness,race,ability,color
1,1,1,Bird,Flying,White
3,2,2,Human,none,White
2,2,2,Human,none,White
1,1,1,Wolf,First strike,White
3,2,2,Human,none,White
4,2,2,Angel,Flying,White
4,3,5,Wall,Flying,White
3,2,2,Griffin,Flying,White
4,2,3,Spirit,Flying,White
2,2,1,Human,First strike,White
3,2,2,Human,none,Blue
5,4,4,Elemental,Flying,Blue
3,1,3,Merfolk,none,Blue
6,3,4,Wizard,none,Blue
4,2,2,Bird,Flying,Blue
5,3,3,Bird,Flying,Blue
3,1,1,Cephalid,none,Blue
4,0,0,Shapeshifter,none,Blue
3,2,3,Elemental,Flying,Blue
1,1,1,Faerie,Flying,Blue
3,1,1,Human,none,Blue
8,11,11,Serpent,none,Blue
4,2,2,Spirit,none,Blue
3,4,4,Elemental,Flying,Blue
1,1,1,Human,none,Blue
3,1,3,Crab,none,Blue
2,1,3,Human,none,Blue
6,5,6,Djinn,Flying,Blue
2,1,1,Merfolk,none,Blue
3,2,2,Illusion,none,Blue
3,1,2,Human,none,Blue
3,2,2,Merfolk,none,Blue
4,2,3,Merfolk,none,Blue
2,1,1,Bird,Flying,Blue
5,1,5,Beast,Flying,Blue
6,6,6,Serpent,none,Blue
2,2,1,Metathran,none,Blue
4,3,2,Drake,Flying,Blue
2,1,1,Drake,Flying,Blue
4,1,3,Bird,Flying,Blue
2,1,2,Vedalken,none,Blue
3,1,5,Wall,none,Blue
6,3,3,Vampire,Flying,Black
4,3,3,Wraith,none,Black
3,2,2,Human,none,Black
4,5,1,Zombie,none,Black
2,1,1,Skeleton,none,Black
3,2,1,Imp,Flying,Black
1,1,1,Zombie,none,Black
4,3,3,Zombie,none,Black
4,2,2,Zombie,none,Black
2,2,1,Zombie,none,Black
3,4,4,Horror,none,Black
4,2,2,Human,none,Black
3,2,2,Specter,Flying,Black
3,2,2,Human,none,Black
3,1,1,Shade,none,Black
7,7,7,Demon,Flying,Black
3,2,2,Zombie,none,Black
5,5,3,Zombie,none,Black
4,*,*,Lhurgoyf,none,Black
3,2,2,Zombie,none,Black
4,2,1,Human,First strike,Black
6,*,*,Nightmare,Flying,Black
7,4,4,Avatar,none,Black
3,2,2,Horror,none,Black
1,1,1,Insect,none,Black
2,1,1,Rat,none,Black
3,2,2,Rat,none,Black
3,1,1,Human,none,Black
3,2,2,Zombie,none,Black
5,4,4,Vampire,Flying,Black
3,2,2,Zombie,none,Black
1,3,3,Minion,none,Black
2,2,2,Zombie,none,Black
2,1,1,Thrull,none,Black
1,0,1,Bat,Flying,Black
4,2,3,Minotaur,First strike,Red
8,6,6,Giant,none,Red
3,3,3,Cyclops,none,Red
3,2,1,Elemental,none,Red
1,1,1,Insect,none,Red
5,4,5,Elemental,none,Red
3,2,2,Goblin,none,Red
4,2,2,Dragon,Flying,Red
2,2,2,Goblin,none,Red
3,2,2,Goblin,none,Red
2,2,1,Goblin,none,Red
3,1,2,Goblin,Flying,Red
4,3,3,Giant,none,Red
6,6,1,Human,Haste,Red
4,3,3,Spirit,none,Red
4,4,1,Elemental,Haste,Red
1,1,1,Goblin,none,Red
3,1,3,Orc,none,Red
3,1,1,Human,none,Red
2,2,1,Human,none,Red
1,1,1,Goblin,Haste,Red
5,3,3,Badger,none,Red
5,7,7,Wurm,none,Red
6,5,5,Dragon,Flying,Red
7,5,5,Dragon,Flying,Red
5,2,2,Goblin,none,Red
1,3,1,Elemental,Trample,Red
3,1,1,Goblin,none,Red
5,4,3,Giant,Haste,Red
4,3,2,Viashino,Menace,Red
2,2,1,Viashino,Haste,Red
3,0,5,Wall,none,Red
8,8,8,Avatar,Trample,Green
1,0,1,Bird,Flying,Green
2,1,3,Spider,Reach,Green
3,2,2,Elf,none,Green
6,6,4,Wurm,none,Green
5,3,3,Elf,none,Green
1,1,1,Elf,none,Green
3,2,2,Elf,none,Green
4,1,1,Elf,none,Green
7,7,7,Beast,none,Green
3,2,2,Human,none,Green
2,1,1,Elf,none,Green
4,2,4,Spider,Reach,Green
2,2,2,Bear,none,Green
4,6,6,Beast,none,Green
2,2,1,Elf,none,Green
4,3,4,Yeti,none,Green
5,3,3,Kavu,none,Green
1,1,1,Elf,none,Green
3,2,3,Elf,none,Green
2,2,1,Human,none,Green
3,2,3,Cat,First strike,Green
7,*,*,Elemental,Trample,Green
3,3,1,Insect,none,Green
2,1,1,Dryad,none,Green
6,5,5,Rhino,none,Green
3,2,2,Lizard,none,Green
2,2,1,Dryad,none,Green
3,*,*,Avatar,none,Green
5,2,4,Spirit,none,Green
1,1,1,Elf,none,Green
5,5,4,Wurm,none,Green
4,3,3,Cat,none,Green
4,5,4,Antelope,Trample,Green
5,2,4,Basilisk,none,Green
6,3,4,Spider,Flash,Green
3,3,2,Troll,Hexproof,Green
8,7,7,Elemental,none,Green
3,2,2,Elf,none,Green
1,0,3,Wall,none,Green
3,2,2,Human,none,Green
2,1,1,Human,First strike,White
4,2,2,Angel,Flying,White
4,5,4,Ape,none,Green
3,2,2,Sliver,none,White
2,1,2,Pegasus,Flying,White
2,1,2,Atog,none,White
5,3,3,Angel,Flying,White
3,2,2,Sliver,none,Red
2,1,1,Insect,Flying,Green
5,3,3,Spirit,Flying,Black
8,7,6,Serpent,none,Blue
1,1,1,Thrull,none,Black
4,2,2,Human,none,Black
2,1,3,Spider,Reach,Green
4,1,2,Drake,Flying,Red
2,2,1,Cat,none,Red
2,1,1,Skeleton,none,Black
4,0,0,Ooze,none,Red
5,4,4,Rhino,none,Green
2,1,1,Human,none,White
2,1,1,Sliver,none,Black
4,2,2,Bird,Flying,White
3,1,1,Zombie,none,Black
6,7,5,Human,none,Black
4,3,3,Elephant,none,Green
4,1,1,Shade,none,Black
2,1,1,Dauthi,none,Black
2,2,1,Dauthi,none,Black
3,3,1,Dauthi,none,Black
3,2,1,Dauthi,none,Black
4,2,1,Dauthi,none,Black
2,2,2,Dauthi,none,Black
5,3,4,Wurm,none,Green
2,2,2,Elf,none,Green
3,2,2,Human,none,White
4,2,2,Hound,none,Green
2,1,1,Licid,none,Red
5,3,4,Shapeshifter,none,Blue
4,2,4,Drake,Flying,Blue
4,1,1,Insect,Flying,Red
2,1,1,Human,none,Red
4,2,3,Drake,Flying,Green
4,3,3,Giant,none,Red
5,3,4,Salamander,none,Red
5,3,3,Drake,Flying,Red
4,3,2,Human,none,Green
3,1,3,Squid,Flying,Blue
5,3,3,Crab,none,Blue
4,2,2,Zombie,none,Black
2,1,1,Sliver,none,Red
2,2,1,Dryad,none,Green
5,4,4,Giant,none,Green
4,3,4,Treefolk,none,Green
3,2,2,Sliver,none,Green
3,1,4,Turtle,none,Blue
1,2,1,Hound,none,Red
4,4,4,Rabbit,First strike,Black
3,2,2,Human,First strike,White
3,2,2,Human,none,Black
2,0,0,Beast,none,Green
2,1,1,Licid,none,Black
4,4,1,Elemental,Haste,Red
4,4,3,Giant,none,Red
3,1,1,Imp,Flying,Black
5,0,0,Elemental,none,Red
1,1,1,Merfolk,none,Blue
4,3,3,Giant,none,White
4,3,2,Beast,none,Black
2,1,2,Human,none,White
5,3,3,Beast,Flying,Blue
3,2,2,Sliver,none,Black
6,*,*,Minion,Trample,Black
3,2,2,Sliver,none,Blue
1,2,2,Goblin,none,Red
1,1,1,Goblin,none,Red
1,1,1,Goblin,none,Red
2,3,3,Goblin,none,Red
4,4,1,Hound,none,Green
4,2,3,Human,Reach,White
2,1,1,Sliver,none,Green
2,1,1,Licid,none,Green
3,2,2,Human,none,Red
2,1,1,Human,none,White
3,1,3,Human,none,White
3,*,3,Beast,none,Red
3,3,1,Insect,none,Green
1,0,1,Imp,Flying,Black
2,1,1,Licid,none,White
4,5,5,Dragon,Flying,Red
2,2,1,Rat,none,Black
5,3,3,Human,First strike,Red
7,6,6,Wurm,Trample,Green
3,2,2,Lizard,none,Green
1,1,1,Merfolk,none,Blue
3,1,1,Merfolk,none,Blue
4,2,3,Merfolk,none,Blue
3,2,2,Merfolk,none,Blue
1,1,1,Human,none,White
4,1,3,Human,First strike,Red
5,3,4,Beast,none,Green
4,2,2,Harpy,Flying,Black
6,6,6,Serpent,none,Blue
2,2,1,Elf,none,Green
3,3,3,Minion,none,Black
2,1,1,Insect,none,Red
2,2,2,Bird,Flying,Blue
2,1,1,Elf,none,Green
1,1,1,Elf,none,Green
4,3,3,Troll,none,Green
5,3,3,Vampire,Flying,Black
3,2,1,Soltari,none,White
2,2,1,Soltari,none,White
1,1,1,Soltari,none,White
3,2,2,Soltari,none,White
2,2,1,Soltari,none,White
2,2,1,Soltari,none,White
2,1,1,Soltari,none,White
4,2,2,Spirit,none,Black
1,0,0,Spike,none,Green
3,2,2,Human,none,Red
5,3,4,Human,none,White
2,1,1,Licid,none,Blue
2,1,1,Sliver,none,White
3,1,1,Thalakos,none,Blue
3,2,1,Thalakos,none,Blue
2,1,1,Thalakos,none,Blue
2,1,2,Thalakos,none,Blue
4,1,4,Spirit,Flying,Blue
3,3,3,Elephant,none,Green
4,3,3,Elephant,none,Green
4,0,1,Shapeshifter,none,Blue
8,7,7,Elemental,none,Green
2,0,5,Wall,none,Red
4,5,4,Wurm,none,Red
2,1,1,Faerie,Flying,Blue
3,2,2,Drake,Flying,Blue
2,1,1,Sliver,none,Blue
2,2,2,Cat,none,White
7,5,6,Angel,Flying,White
4,3,2,Griffin,Flying,White
5,5,5,Angel,Flying,White
2,1,2,Human,none,White
4,2,3,Human,First strike,White
1,2,1,Human,none,White
1,0,1,Insect,Flying,White
1,1,1,Human,none,White
3,2,2,Human,First strike,White
3,1,4,Human,none,White
3,0,3,Bird,none,White
5,4,4,Angel,Flying,White
1,1,1,Human,Lifelink,White
5,3,5,Elephant,none,White
2,2,2,Cat,none,White
2,1,1,Bird,Flying,White
2,2,1,Pegasus,Flying,White
6,6,6,Giant,Vigilance,White
5,2,3,Human,none,White
7,7,7,Archon,Flying,White
2,2,2,Human,none,White
2,2,2,Human,First strike,White
3,2,2,Griffin,Flying,White
3,2,2,Human,none,Blue
5,4,3,Elemental,Flying,Blue
2,1,1,Siren,none,Blue
5,2,5,Crab,none,Blue
2,1,1,Bird,Flying,Blue
4,2,4,Drake,Flying,Blue
4,0,0,Shapeshifter,none,Blue
3,2,3,Elemental,Flying,Blue
4,4,4,Sphinx,Flying,Blue
6,6,6,Giant,none,Blue
6,5,5,Serpent,none,Blue
2,1,3,Merfolk,none,Blue
3,2,2,Merfolk,none,Blue
1,1,1,Merfolk,none,Blue
4,4,5,Illusion,none,Blue
3,1,3,Merfolk,none,Blue
8,8,8,Leviathan,none,Blue
3,0,7,Wall,none,Blue
4,3,4,Elemental,none,Blue
3,3,2,Vampire,none,Black
2,2,2,Human,First strike,Black
2,1,1,Vampire,none,Black
3,2,2,Zombie,none,Black
3,2,2,Vampire,none,Black
2,2,1,Vampire,Lifelink,Black
9,9,9,Demon,Flying,Black
6,6,6,Giant,Deathtouch,Black
4,2,2,Zombie,none,Black
4,3,3,Spirit,Flying,Black
3,2,1,Specter,Flying,Black
2,2,1,Insect,none,Black
4,4,2,Horror,none,Black
5,2,2,Shade,Flying,Black
3,5,5,Zombie,Indestructible,Black
2,1,1,Skeleton,none,Black
3,2,2,Rat,none,Black
5,4,5,Zombie,none,Black
3,1,1,Human,none,Black
1,1,1,Vampire,none,Black
7,6,6,Dragon,Flying,Red
3,5,1,Elemental,Haste,Red
5,4,4,Human,none,Red
1,2,2,Goblin,none,Red
4,3,3,Minotaur,none,Red
3,1,3,Elemental,Flying,Red
4,4,4,Cyclops,none,Red
6,4,4,Elemental,none,Red
2,2,2,Goblin,none,Red
3,2,2,Elemental,none,Red
5,4,3,Elemental,none,Red
1,1,1,Goblin,none,Red
3,2,2,Goblin,Haste,Red
2,2,1,Goblin,none,Red
2,1,1,Goblin,none,Red
5,4,4,Dragon,Flying,Red
6,6,6,Giant,none,Red
5,3,3,Phoenix,Flying,Red
3,2,2,Human,none,Red
3,1,1,Human,none,Red
4,3,2,Human,Haste,Red
5,2,2,Ooze,Deathtouch,Green
3,1,1,Human,none,Green
1,0,1,Bird,Flying,Green
3,2,2,Boar,none,Green
4,4,3,Troll,none,Green
7,7,7,Wurm,Trample,Green
3,2,2,Elf,none,Green
2,2,2,Elf,none,Green
7,8,5,Elemental,Haste,Green
2,3,2,Beast,Trample,Green
5,4,4,Beast,none,Green
4,2,4,Spider,Reach,Green
5,3,5,Basilisk,Deathtouch,Green
1,1,1,Elf,none,Green
5,4,4,Ooze,none,Green
4,4,4,Beast,none,Green
6,6,6,Giant,Trample,Green
4,2,2,Unicorn,none,Green
1,0,0,Hydra,none,Green
2,2,2,Bear,none,Green
3,3,1,Wolf,Hexproof,Green
5,5,4,Wurm,none,Green
2,1,1,Elf,none,Green
1,0,3,Plant,Reach,Green
6,6,4,Wurm,Trample,Green
6,6,6,Giant,Vigilance,White
1,1,1,Human,none,Red
2,1,1,Pegasus,Flying,White
2,1,1,Human,Double strike,White
2,2,1,Human,Vigilance,White
3,2,2,Human,none,White
3,2,2,Human,Flying,White
4,2,5,Giant,none,White
4,3,3,Human,none,White
5,2,4,Human,Lifelink,White
6,6,1,Human,Haste,Red
4,5,5,Hydra,none,Green
1,1,1,Orc,none,Red
2,1,2,Spider,Deathtouch,Green
2,2,2,Kavu,Trample,Green
2,2,1,Satyr,none,Green
3,2,2,Ogre,First strike,Red
3,3,2,Troll,Hexproof,Green
4,4,3,Rhino,Trample,Green
4,3,3,Minotaur,none,Red
5,2,3,Centaur,none,Green
6,5,5,Manticore,Flying,Red
6,6,6,Hellion,none,Red
6,3,3,Phoenix,Flying,Red
7,6,5,Boar,none,Green
1,1,1,Human,none,White
1,1,1,Kithkin,none,White
2,2,1,Spirit,none,White
2,2,1,Kithkin,none,White
3,2,2,Kithkin,none,White
2,2,2,Human,none,White
5,3,3,Bird,Flying,White
4,3,3,Human,none,White
4,2,2,Spirit,Flash,White
1,1,1,Human,none,White
6,5,5,Giant,none,White
3,2,2,Bird,Flying,White
3,1,2,Human,none,White
6,3,3,Bird,Flying,White
2,1,1,Human,none,White
4,2,2,Spirit,Flying,White
4,0,5,Human,Flash,White
5,2,2,Human,none,White
3,1,1,Human,none,White
7,3,4,Giant,none,White
6,2,5,Cat,Vigilance,White
2,2,2,Human,none,White
4,2,4,Human,none,White
3,1,1,Human,none,White
3,2,2,Kor,none,White
5,3,3,Human,none,White
3,1,2,Pegasus,Flash,White
5,3,3,Sliver,none,White
2,1,1,Sliver,none,White
2,3,3,Angel,Flying,White
1,1,1,Sliver,none,White
3,2,2,Human,First strike,White
4,2,2,Sliver,none,White
6,2,5,Human,none,White
3,1,1,Human,none,White
6,5,4,Elemental,none,Blue
2,2,1,Merfolk,none,Blue
4,3,1,Bird,Flash,Blue
10,6,6,Kraken,none,Blue
6,1,1,Illusion,Flash,Blue
2,1,5,Illusion,none,Blue
1,2,1,Human,none,Blue
7,4,4,Illusion,Flying,Blue
2,1,3,Illusion,none,Blue
4,2,2,Beast,Flying,Blue
5,*,*,Illusion,none,Blue
2,1,1,Kor,none,Blue
5,3,3,Human,none,Blue
5,2,2,Sliver,none,Blue
5,2,2,Illusion,Flying,Blue
1,1,1,Human,none,Blue
1,1,1,Sliver,none,Blue
3,1,1,Sliver,none,Blue
8,6,6,Serpent,none,Blue
3,2,2,Drake,Flying,Blue
3,2,2,Faerie,Flying,Blue
5,3,3,Djinn,Flying,Blue
5,3,4,Human,Flash,Blue
4,2,2,Sliver,none,Blue
4,1,3,Human,Flying,Blue
5,0,0,Shapeshifter,none,Blue
5,2,3,Homarid,none,Blue
4,2,2,Human,Flash,Blue
3,2,2,Sliver,none,Black
6,3,3,Zombie,none,Black
4,4,2,Zombie,none,Black
2,1,1,Zombie,none,Black
4,2,1,Skeleton,Flash,Black
5,2,2,Human,none,Black
5,6,3,Eye,none,Black
3,2,1,Nightmare,none,Black
5,2,4,Gorgon,none,Black
8,7,7,Demon,Flying,Black
7,4,4,Human,none,Black
6,4,2,Human,none,Black
4,2,2,Leech,Flying,Black
1,1,1,Sliver,none,Black
2,1,1,Spirit,Haste,Black
4,2,1,Human,First strike,Black
2,2,1,Human,none,Black
4,5,5,Sliver,none,Black
2,3,3,Zombie,none,Black
5,4,4,Vampire,Flying,Black
5,5,5,Horror,none,Black
3,3,3,Zombie,none,Black
6,5,5,Demon,Flying,Black
3,3,1,Human,none,Black
3,2,2,Human,none,Black
4,3,3,Sliver,none,Black
5,4,3,Spirit,none,Black
2,0,4,Wall,none,Red
4,2,2,Insect,Trample,Red
3,3,2,Gargoyle,Flying,Red
3,2,2,Human,none,Red
8,5,5,Dragon,Flash,Red
6,3,4,Elemental,Flash,Red
4,2,2,Sliver,none,Red
4,3,3,Elemental,none,Red
6,4,2,Kavu,none,Red
4,5,4,Elemental,none,Red
3,2,2,Human,none,Red
5,0,1,Human,none,Red
6,3,3,Sliver,none,Red
2,2,1,Goblin,none,Red
10,9,7,Beast,none,Red
4,3,2,Goblin,none,Red
3,2,2,Orc,none,Red
3,2,2,Human,none,Red
5,4,1,Human,First strike,Red
1,1,1,Human,none,Red
2,1,1,Goblin,none,Red
1,2,1,Human,none,Red
6,4,4,Dragon,Flying,Red
3,2,2,Sliver,none,Red
4,2,3,Elemental,none,Red
6,7,7,Elemental,none,Red
2,2,1,Goblin,none,Red
2,1,1,Sliver,none,Red
3,2,1,Viashino,Flash,Red
2,2,2,Bear,Flash,Green
6,5,5,Beast,none,Green
5,4,3,Giant,none,Green
4,2,2,Fungus,none,Green
2,1,1,Sliver,none,Green
3,2,1,Snake,none,Green
1,1,1,Elf,none,Green
7,5,6,Wurm,Flash,Green
4,2,2,Beast,none,Green
1,1,2,Human,none,Green
5,2,2,Sliver,none,Green
3,3,2,Insect,none,Green
2,1,1,Elf,none,Green
4,2,4,Spider,Reach,Green
6,2,0,Wurm,none,Green
3,2,2,Elf,none,Green
5,5,2,Fungus,none,Green
4,3,5,Treefolk,none,Green
2,1,1,Faerie,Flash,Green
5,8,8,Elemental,Trample,Green
5,0,0,Spike,none,Green
2,2,2,Sliver,none,Green
4,4,4,Fungus,none,Green
3,2,2,Fungus,none,Green
2,0,5,Fungus,none,Green
2,2,2,Elf,none,Green
4,1,1,Elf,none,Green
3,0,1,Insect,Flying,Green
3,3,1,Dryad,none,Green
3,2,1,Dryad,none,Green
5,4,4,Elemental,Flying,Blue
1,1,1,Human,none,White
1,0,1,Bird,Flying,Green
2,2,2,Human,First strike,Black
4,3,3,Wraith,none,Black
4,0,0,Shapeshifter,none,Blue
5,2,4,Cockatrice,Flying,Green
6,6,4,Wurm,none,Green
6,5,5,Demon,none,Black
4,2,3,Dragon,Flying,Red
2,1,1,Skeleton,none,Black
3,1,1,Dwarf,none,Red
3,1,1,Dwarf,none,Red
5,4,5,Elemental,none,Red
2,2,1,Elf,First strike,Green
5,5,4,Elemental,none,Red
6,8,8,Elemental,Trample,Green
3,0,1,Shade,none,Black
4,2,2,Fungus,none,Green
6,*,*,Avatar,none,Green
4,2,4,Spider,Reach,Green
1,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Gargoyle,Flying,Red
3,2,2,Ogre,none,Red
2,2,2,Bear,none,Green
4,3,3,Giant,none,Red
3,2,3,Minotaur,none,Red
3,2,2,Specter,Flying,Black
2,2,2,Orc,none,Red
5,3,5,Treefolk,none,Green
4,*,*,Human,none,Red
3,1,1,Human,none,Green
1,1,1,Elf,none,Green
2,2,2,Merfolk,none,Blue
7,7,7,Demon,Flying,Black
6,5,6,Djinn,Flying,Blue
1,1,1,Merfolk,none,Blue
2,1,1,Pegasus,Flying,White
1,1,1,Goblin,none,Red
2,1,1,Spirit,Haste,Black
3,1,1,Imp,none,Black
6,*,*,Nightmare,Flying,Black
4,3,3,Human,none,White
3,1,3,Orc,none,Red
3,2,2,Unicorn,none,White
6,6,6,Avatar,none,White
4,4,1,Illusion,Flying,Blue
4,3,3,Illusion,Flying,Blue
5,4,3,Human,none,Blue
3,*,*,Rat,none,Black
3,1,1,Human,none,Blue
4,3,3,Bird,Flying,Red
2,0,0,Hydra,none,Red
3,1,1,Human,none,Black
2,1,1,Human,none,White
1,2,1,Cat,none,White
3,2,2,Zombie,none,Black
4,2,2,Zombie,none,Black
1,1,1,Faerie,Flying,Green
6,5,5,Serpent,none,Blue
3,2,2,Troll,none,Red
5,4,4,Vampire,Flying,Black
5,4,4,Angel,Flying,White
1,1,1,Nymph,none,Green
6,5,5,Dragon,Flying,Red
4,3,4,Giant,none,Red
5,2,4,Basilisk,none,Green
1,1,1,Wolf,none,Green
5,4,4,Giant,Trample,Red
3,2,2,Troll,none,Red
3,0,2,Human,none,Green
5,0,0,Shapeshifter,none,Blue
5,2,5,Human,none,White
3,1,5,Wall,none,Blue
3,1,4,Skeleton,none,Black
3,2,3,Plant,none,Green
3,0,5,Wall,none,Red
3,0,7,Wall,none,Green
3,0,8,Wall,none,Red
4,3,5,Wall,Flying,White
3,0,5,Wall,none,Blue
1,0,3,Wall,none,Green
4,3,3,Elephant,Trample,Green
5,5,4,Elemental,none,Blue
2,2,2,Human,First strike,White
1,0,1,Spirit,Flying,Black
3,2,3,Zombie,none,Black
8,5,5,Angel,Flash,White
2,1,3,Human,none,White
4,2,2,Human,Flying,White
4,3,3,Human,none,White
4,0,3,Human,none,White
4,3,4,Wurm,none,White
1,1,1,Human,none,White
3,2,1,Spirit,none,White
3,2,1,Bird,Flash,White
2,3,1,Cat,none,White
4,2,2,Kithkin,none,White
5,3,3,Sliver,none,White
2,1,1,Kithkin,Lifelink,White
3,1,3,Human,none,White
4,2,2,Human,none,White
4,3,3,Cat,Flash,White
4,2,2,Bird,Flying,Blue
2,1,1,Faerie,Flying,Blue
4,1,4,Worm,none,Blue
5,3,1,Kor,none,Blue
8,5,6,Djinn,Flying,Blue
5,2,3,Human,none,Blue
4,1,3,Illusion,none,Blue
4,2,2,Human,Flash,Blue
3,2,3,Illusion,none,Blue
3,0,2,Homunculus,none,Blue
4,3,3,Human,none,Blue
4,2,2,Sliver,none,Blue
2,1,1,Illusion,Flying,Blue
2,1,2,Vedalken,Flash,Blue
5,3,3,Drake,Flying,Blue
2,1,1,Skeleton,none,Black
4,4,1,Human,none,Black
4,4,3,Human,none,Black
6,4,4,Horror,none,Black
3,3,3,Zombie,none,Black
4,2,2,Specter,Flying,Black
2,1,1,Zombie,none,Black
3,2,1,Rat,none,Black
3,2,2,Imp,Flying,Black
4,3,3,Horror,none,Black
2,1,1,Sliver,none,Black
4,2,2,Zombie,none,Black
4,*,*,Zombie,none,Black
5,5,3,Zombie,none,Black
5,3,4,Wraith,none,Black
8,5,5,Demon,Flying,Black
2,2,1,Zombie,none,Black
2,1,1,Human,none,Red
4,-1,3,Elemental,Double strike,Red
2,2,1,Goblin,none,Red
5,3,3,Human,none,Red
3,2,2,Human,none,Red
1,1,1,Elemental,none,Red
8,6,6,Dragon,Flying,Red
4,3,2,Viashino,none,Red
3,1,3,Elemental,none,Red
4,2,3,Goblin,none,Red
7,5,5,Giant,none,Red
5,4,4,Nomad,none,Red
3,2,2,Elemental,none,Red
4,3,2,Ogre,Haste,Red
3,2,2,Sliver,none,Red
4,6,6,Efreet,Trample,Red
6,6,4,Elemental,Haste,Red
4,3,3,Goblin,none,Red
2,1,1,Elemental,Haste,Red
5,4,3,Dragon,Flying,Red
3,8,0,Elemental,Trample,Green
3,2,3,Treefolk,none,Green
4,3,3,Kavu,none,Green
1,0,3,Elf,none,Green
4,2,2,Elf,none,Green
1,1,1,Elf,none,Green
1,1,1,Human,none,Green
3,6,6,Wurm,none,Green
2,2,2,Elf,none,Green
1,0,2,Fungus,none,Green
5,4,4,Human,none,Green
4,3,3,Centaur,none,Green
4,5,5,Lizard,none,Green
6,3,3,Cat,none,Green
3,3,3,Centaur,none,Green
6,4,5,Beast,none,Green
2,1,3,Ouphe,none,Green
5,4,4,Fungus,none,Green
2,*,1,Lhurgoyf,none,Green
2,2,1,Elf,Deathtouch,Green
1,1,1,Sliver,none,Green
7,5,5,Angel,Flying,White
4,1,1,Bird,Flying,White
4,2,3,Bird,Flying,White
3,2,1,Human,Vigilance,White
2,1,2,Bird,Flying,White
4,3,3,Human,Vigilance,White
3,2,2,Human,Vigilance,White
3,2,2,Human,none,White
4,1,4,Human,none,White
4,2,3,Human,Flash,White
3,1,3,Merfolk,none,Blue
2,1,3,Elemental,none,Blue
4,2,2,Bird,Flying,Blue
5,3,3,Cephalid,none,Blue
2,1,1,Cephalid,none,Blue
4,2,3,Cephalid,none,Blue
2,1,1,Cephalid,none,Blue
2,1,1,Cephalid,none,Blue
3,2,2,Elemental,none,Blue
5,3,3,Elemental,Flying,Blue
4,2,3,Cephalid,none,Blue
4,3,3,Bird,Flying,Blue
3,2,1,Bird,Flying,Blue
2,1,1,Horror,Flying,Black
4,2,1,Human,none,Black
3,1,1,Human,none,Black
1,2,1,Rat,none,Black
5,6,5,Zombie,none,Black
5,3,3,Human,none,Black
4,2,3,Nightmare,none,Black
4,2,2,Zombie,Flying,Black
3,2,2,Nightmare,none,Black
5,3,3,Zombie,none,Black
11,8,8,Nightmare,Flying,Black
4,3,1,Horror,Haste,Black
6,6,3,Nightmare,none,Black
2,1,1,Nightmare,none,Black
2,2,1,Insect,none,Black
3,3,1,Zombie,none,Black
1,1,1,Zombie,none,Black
5,4,4,Vampire,Flying,Black
4,3,3,Horror,none,Black
3,1,1,Nightmare,none,Black
5,3,2,Nightmare,Flying,Black
3,2,2,Zombie,none,Black
3,2,2,Dwarf,none,Red
2,2,2,Human,none,Red
7,4,4,Elemental,none,Red
1,1,1,Dwarf,none,Red
1,1,1,Human,none,Red
3,2,2,Human,First strike,Red
3,3,2,Elemental,none,Red
4,3,3,Human,none,Red
4,2,2,Human,First strike,Red
5,3,2,Human,none,Red
8,5,6,Nightmare,none,Red
4,2,2,Nightmare,none,Red
3,2,5,Wall,none,Red
4,3,3,Human,First strike,Red
3,3,3,Frog,none,Green
5,4,4,Wurm,Trample,Green
1,1,1,Lizard,none,Green
4,3,3,Centaur,Haste,Green
6,3,3,Centaur,Trample,Green
5,6,8,Beast,none,Green
4,2,2,Snake,none,Green
3,1,2,Human,none,Green
3,2,2,Insect,none,Green
4,2,3,Insect,none,Green
4,2,2,Insect,none,Green
4,3,3,Centaur,Trample,Green
2,2,1,Centaur,Reach,Green
5,3,4,Gargoyle,Flying,White
6,3,5,Angel,Flying,White
5,3,3,Angel,Flying,White
4,2,3,Griffin,Flying,White
2,1,1,Human,none,White
4,2,2,Human,none,White
3,0,2,Human,none,White
3,2,2,Human,none,White
1,1,1,Human,none,White
5,2,4,Human,none,White
1,1,1,Human,none,White
5,2,2,Gargoyle,Flying,White
3,1,2,Human,none,White
4,2,2,Human,none,White
4,1,6,Human,none,White
5,2,2,Human,Flying,White
4,1,1,Human,none,White
3,2,2,Human,none,White
2,2,1,Human,none,White
3,2,2,Human,none,White
2,0,3,Human,none,White
2,0,3,Angel,none,White
2,0,2,Human,none,Blue
8,6,6,Homarid,Trample,Blue
3,1,1,Human,none,Blue
2,1,1,Human,none,Blue
7,8,8,Serpent,none,Blue
3,1,3,Human,none,Blue
4,2,2,Whale,First strike,Blue
2,1,1,Illusion,Flying,Blue
5,5,4,Human,none,Blue
4,2,2,Drake,Flying,Blue
3,4,3,Drake,Flying,Blue
5,2,3,Elemental,none,Blue
5,4,2,Shapeshifter,none,Blue
6,5,6,Spirit,Flying,Blue
6,3,4,Elemental,Flying,Blue
3,0,2,Wall,Flying,Blue
2,1,2,Homarid,none,Blue
2,0,3,Plant,none,Blue
5,3,2,Elemental,Flying,Blue
3,1,1,Human,none,Blue
3,1,3,Thrull,none,Black
4,3,1,Zombie,Haste,Black
4,2,3,Zombie,none,Black
2,1,1,Human,none,Black
